Sheldon,52.45,-1.7666,]
Falmouth,50.15,-5.07,]
Yate,51.5402,-2.411,]
Biggleswade,52.0855,-0.2557,]
Bailleston,55.8474,-4.1147,]
Truro,50.26,-5.051,]
Stowmarket,52.19,1.0,]
Chesham,51.712,-0.612,]
Richmond,51.456,-0.301,]
Chandlers Ford,50.984,-1.3792,]
Kirkintilloch,55.938,-4.155,]
Darton,53.585,-1.5325,]
Royton,53.566,-2.121,]
Dronfield,53.3024,-1.4664,]
Ossett,53.68,-1.58,]
Penzance,50.119,-5.537,]
Skegness,53.1436,0.3428,]
Saint Austell,50.34,-4.79,]
Caterham,51.2803,-0.0816,]
Woodlesford,53.7567,-1.453,]
Stratton Saint Margaret,51.586,-1.762,]
Normanton,53.697,-1.416,]
Wallington,51.3647,-0.1403,]
Musselburgh,55.942,-3.054,]
Norton,54.589,-1.3157,]
Leek,53.108,-2.0234,]
Leigh-on-Sea,51.5425,0.6535,]
Boscombe,50.725,-1.84,]
Llandudno,53.3225,-3.825,]
Failsworth,53.5102,-2.1575,]
Kirkstall,53.816,-1.602,]
Crowborough,51.06,0.16,]
Dumbarton,55.95,-4.5667,]
Shoreham-by-Sea,50.834,-0.273,]
Hythe,50.869,-1.399,]
Hailsham,50.8647,0.2577,]
Omagh,54.598,-7.309,]
Maghull,53.5174,-2.9449,]
Newmarket,52.2459,0.4105,]
Sandhurst,51.349,-0.8,]
Tewkesbury,51.99,-2.16,]
Rothwell,53.7485,-1.478,]
Bellshill,55.816,-4.026,]
Ely,52.3981,0.2622,]
Ripley,53.05,-1.407,]
Seaham,54.84,-1.34,]
Peterlee,54.76,-1.33,]
Dorchester,50.7154,-2.4367,]
Halewood,53.3599,-2.84,]
Killingworth,55.0318,-1.5557,]
Horwich,53.592,-2.54,]
Buxton,53.259,-1.911,]
Bispham,53.852,-3.041,]
Hampton,51.422,-0.367,]
Minster,51.421,0.809,]
Antrim,54.7173,-6.2055,]
Irlam,53.445,-2.422,]
Biddulph,53.12,-2.17,]
Spennymoor,54.7,-1.59,]
Garforth,53.792,-1.388,]
Sleaford,52.996,-0.413,]
Stoke Gifford,51.517,-2.548,]
Selby,53.7836,-1.0678,]
Stamford,52.656,-0.484,]
Davyhulme,53.4559,-2.3683,]
Burnham-on-Sea,51.2376,-2.9935,]
Abbots Langley,51.701,-0.416,]
Mirfield,53.6807,-1.6888,]
Goole,53.6992,-0.8692,]
Kempston,52.114,-0.497,]
Adel,53.8489,-1.5849,]
Liversedge,53.7067,-1.69,]
Great Linford,52.068,-0.7637,]
Faversham,51.3177,0.8928,]
Dukinfield,53.4739,-2.0828,]
Peterhead,57.5091,-1.7832,]
Ecclesall,53.362,-1.498,]
Ystrad Mynach,51.6419,-3.2405,]
Frimley,51.3143,-0.7387,]
Molesey,51.401,-0.363,]
Prestatyn,53.331,-3.405,]
Cirencester,51.719,-1.968,]
Calne,51.438,-2.005,]
Monkseaton,55.043,-1.459,]
Southbourne,50.722,-1.798,]
Horsforth,53.837,-1.643,]
Larne,54.8517,-5.8133,]
Lancing,50.832,-0.319,]
Ware,51.8108,-0.0314,]
Broughty Ferry,56.4672,-2.8699,]
Eastwood,53.018,-1.304,]
East Dereham,52.681,0.94,]
Stannington,53.396,-1.536,]
Ebbw Vale,51.78,-3.21,]
Appley Bridge,53.579,-2.721,]
Rawmarsh,53.4636,-1.3439,]
Staines-upon-Thames,51.434,-0.511,]
Bedlington,55.133,-1.583,]
Mill Hill,51.62,-0.23,]
Almondbury,53.6344,-1.7489,]
Hadleigh,51.5535,0.6095,]
Bingley,53.846,-1.836,]
Bideford,51.016,-4.209,]
Staveley,53.2694,-1.3484,]
